class1,class3,substance,smiles
Blood,Other hematological,hemin,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Cl-].[Fe+3]
Blood,Other hematological,hyaluronidase,CC1(C(=C)N(C2=CC=CC=C21)CCCCCC(=O)O)C.Br
Blood,Other hematological,icatibant,C1CC[C@H]2[C@@H](C1)C[C@H](N2C(=O)[C@H]3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC5=CC=CS5)NC(=O)CNC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H]7CCCN7C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)N)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
Blood,Other hematological,mitapivat,C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5
Blood,Other hematological,voxelotor,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O
Blood,Solution additives,alanyl glutamine,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N
Blood,Solution additives,hydrochloric acid,Cl
Blood,Solution additives,lysine,C(CCN)C[C@@H](C(=O)O)N
Blood,Solution additives,potassium phosphate,[O-]P(=O)([O-])[O-].[K+].[K+].[K+]
Blood,Solution additives,sodium acetate,CC(=O)[O-].[Na+]
Blood,Solution additives,sodium glycerophosphate,C(C(COP(=O)([O-])[O-])O)O.[Na+].[Na+]
Blood,Solution additives,sodium phosphate,[O-]P(=O)([O-])[O-].[Na+].[Na+].[Na+]
Blood,Solution additives,zinc chloride,Cl[Zn]Cl
Blood,Vitamin B12 and folic acid,cobamamide,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@@H]([C@@H]([C@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3]
Blood,Vitamin B12 and folic acid,vitamin b12,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
Blood,Vitamin B12 and folic acid,vitamin b9,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
Blood,Vitamin K,avatrombopag,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl
Blood,Vitamin K,carbazochrome,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Blood,Vitamin K,eltrombopag,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
Blood,Vitamin K,etamsilate,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O
Blood,Vitamin K,factor i,C(CC(=O)O)CN
Blood,Vitamin K,factor ii,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC\4(C(C5C6(C(C(C(=N6)/C(=C\7/C(C(C(=N7)/C=C\8/C(C(C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+2]
Blood,Vitamin K,fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
Blood,Vitamin K,lusutrombopag,CCCCCCO[C@@H](C)C1=CC=CC(=C1OC)C2=CSC(=N2)NC(=O)C3=CC(=C(C(=C3)Cl)/C=C(\C)/C(=O)O)Cl
Blood,Vitamin K,vitamin k,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C
Cardiovascular,ACE-Inhibitors,benazepril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O
Cardiovascular,ACE-Inhibitors,captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
Cardiovascular,ACE-Inhibitors,cilazapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O
Cardiovascular,ACE-Inhibitors,delapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2
Cardiovascular,ACE-Inhibitors,enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
Cardiovascular,ACE-Inhibitors,enalaprilat,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCC2=CC=CC=C2)C(=O)O
Cardiovascular,ACE-Inhibitors,fosinopril,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3
Cardiovascular,ACE-Inhibitors,imidapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O
Cardiovascular,ACE-Inhibitors,lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
Cardiovascular,ACE-Inhibitors,moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC
Cardiovascular,ACE-Inhibitors,perindopril,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O
Cardiovascular,ACE-Inhibitors,quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O
Cardiovascular,ACE-Inhibitors,ramipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
Cardiovascular,ACE-Inhibitors,spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3
Cardiovascular,ACE-Inhibitors,temocapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3
Cardiovascular,ACE-Inhibitors,trandolapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
Cardiovascular,ACE-Inhibitors,zofenopril,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3
Cardiovascular,ARBs,azilsartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O
Cardiovascular,ARBs,candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O
Cardiovascular,ARBs,eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O
Cardiovascular,ARBs,fimasartan,CCCCC1=NC(=C(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC(=S)N(C)C)C
Cardiovascular,ARBs,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Cardiovascular,ARBs,losartan,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
Cardiovascular,ARBs,olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
Cardiovascular,ARBs,telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
Cardiovascular,ARBs,valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O
Cardiovascular,"ARBs, combinations",sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O
Cardiovascular,Agents acting on arterial smooth muscle,diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
Cardiovascular,Agents acting on arterial smooth muscle,dihydralazine,C1=CC=C2C(=C1)C(=NN=C2NN)NN
Cardiovascular,Agents acting on arterial smooth muscle,hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
Cardiovascular,Agents acting on arterial smooth muscle,minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
Cardiovascular,Agents acting on arterial smooth muscle,nitroprusside,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2]
Cardiovascular,"Antiadrenergic, centrally acting",deserpidine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Cardiovascular,"Antiadrenergic, centrally acting",guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
Cardiovascular,"Antiadrenergic, centrally acting",methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
Cardiovascular,"Antiadrenergic, centrally acting",moxonidine,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
Cardiovascular,"Antiadrenergic, centrally acting",rescinnamine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C(=C6)OC)OC)OC
Cardiovascular,"Antiadrenergic, centrally acting",reserpine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Cardiovascular,"Antiadrenergic, centrally acting",rilmenidine,C1CC1C(C2CC2)NC3=NCCO3
Cardiovascular,"Antiadrenergic, ganglion-blocking",mecamylamine,CC1(C2CCC(C2)C1(C)NC)C
Cardiovascular,"Antiadrenergic, peripherically acting",betanidine,CNC(=NC)NCC1=CC=CC=C1
Cardiovascular,"Antiadrenergic, peripherically acting",debrisoquine,C1CN(CC2=CC=CC=C21)C(=N)N
Cardiovascular,"Antiadrenergic, peripherically acting",doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
Cardiovascular,"Antiadrenergic, peripherically acting",guanethidine,C1CCCN(CCC1)CCN=C(N)N
Cardiovascular,"Antiadrenergic, peripherically acting",guanoxan,C1C(OC2=CC=CC=C2O1)CN=C(N)N
Cardiovascular,"Antiadrenergic, peripherically acting",indoramin,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43
Cardiovascular,"Antiadrenergic, peripherically acting",prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
Cardiovascular,"Antiadrenergic, peripherically acting",trimazosin,CC(C)(COC(=O)N1CCN(CC1)C2=NC3=C(C(=C(C=C3C(=N2)N)OC)OC)OC)O
Cardiovascular,"Antiadrenergic, peripherically acting",urapidil,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
Cardiovascular,Antiarrhythmics I and III,ajmaline,CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C
Cardiovascular,Antiarrhythmics I and III,amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
Cardiovascular,Antiarrhythmics I and III,aprindine,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3
Cardiovascular,Antiarrhythmics I and III,bretylium,CC[N+](C)(C)CC1=CC=CC=C1Br
Cardiovascular,Antiarrhythmics I and III,cibenzoline,C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4
Cardiovascular,Antiarrhythmics I and III,disopyramide,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
Cardiovascular,Antiarrhythmics I and III,dofetilide,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
Cardiovascular,Antiarrhythmics I and III,dronedarone,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
Cardiovascular,Antiarrhythmics I and III,encainide,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC
Cardiovascular,Antiarrhythmics I and III,ethacizine,CCN(CC)CCC(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)NC(=O)OCC
Cardiovascular,Antiarrhythmics I and III,flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
Cardiovascular,Antiarrhythmics I and III,hydroquinidine,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O
Cardiovascular,Antiarrhythmics I and III,ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
Cardiovascular,Antiarrhythmics I and III,lorcainide,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3
Cardiovascular,Antiarrhythmics I and III,mexiletine,CC1=C(C(=CC=C1)C)OCC(C)N
Cardiovascular,Antiarrhythmics I and III,moracizine,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
Cardiovascular,Antiarrhythmics I and III,procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
Cardiovascular,Antiarrhythmics I and III,propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
Cardiovascular,Antiarrhythmics I and III,quinidine,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
Cardiovascular,Antiarrhythmics I and III,sparteine,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4
Cardiovascular,Antiarrhythmics I and III,tedisamil,C1CCC2(C1)C3CN(CC2CN(C3)CC4CC4)CC5CC5
Cardiovascular,Antiarrhythmics I and III,tocainide,CC1=C(C(=CC=C1)C)NC(=O)C(C)N
Cardiovascular,Antiarrhythmics I and III,vernakalant,COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC
Cardiovascular,Antihemorroids,diltiazem,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
Cardiovascular,Antihemorroids,fluocinolone,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O
Cardiovascular,Antihemorroids,fluocinonide,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
Cardiovascular,Antihemorroids,fluorometholone,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
Cardiovascular,Antihemorroids,oxetacaine,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2
Cardiovascular,Antihemorroids,pramocaine,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2
Cardiovascular,Antihemorroids,tribenoside,CCOC1[C@@H]([C@H]([C@H](O1)[C@@H](COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O
Cardiovascular,Antivaricose,calcium dobesilate,C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.[Ca+2]
Cardiovascular,Antivaricose,heparin,CC(=O)NC1C(O)OC(CO[S](O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4O[S](O)(=O)=O)C(O)=O)C(O[S](O)(=O)=O)C3N[S](O)(=O)=O)C(O)C2O[S](O)(=O)=O)C(O)=O)C1O
Cardiovascular,Antivaricose,invert sugar,C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O
Cardiovascular,Antivaricose,monoethanolamine oleate,CCCCCCCC/C=C\CCCCCCCC(=O)O.C(CO)N
Cardiovascular,Antivaricose,polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Cardiovascular,Antivaricose,sodium apolate,C=CS(=O)(=O)[O-].[Na+]
Cardiovascular,Antivaricose,sodium tetradecyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
Cardiovascular,Beta blockers,acebutolol,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Cardiovascular,Beta blockers,alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O
Cardiovascular,Beta blockers,atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
Cardiovascular,Beta blockers,betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
Cardiovascular,Beta blockers,bevantolol,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O
Cardiovascular,Beta blockers,bisoprolol,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
Cardiovascular,Beta blockers,bopindolol,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3
Cardiovascular,Beta blockers,bupranolol,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O
Cardiovascular,Beta blockers,carteolol,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
Cardiovascular,Beta blockers,carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
Cardiovascular,Beta blockers,celiprolol,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
Cardiovascular,Beta blockers,esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O
Cardiovascular,Beta blockers,labetalol,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
Cardiovascular,Beta blockers,landiolol,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C
Cardiovascular,Beta blockers,mepindolol,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O
Cardiovascular,Beta blockers,metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
Cardiovascular,Beta blockers,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
Cardiovascular,Beta blockers,nebivolol,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
Cardiovascular,Beta blockers,oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
Cardiovascular,Beta blockers,penbutolol,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O
Cardiovascular,Beta blockers,pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
Cardiovascular,Beta blockers,practolol,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
Cardiovascular,Beta blockers,propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Cardiovascular,Beta blockers,sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
Cardiovascular,Beta blockers,talinolol,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O
Cardiovascular,Beta blockers,timolol,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O
Cardiovascular,Capillary stabilizing agents,diosmin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
Cardiovascular,Capillary stabilizing agents,hidrosmin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C(=C3)OCCO)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O
Cardiovascular,Capillary stabilizing agents,naftazone,C1=CC=C2C(=C1)C=CC(=C2O)N=NC(=O)N
Cardiovascular,Capillary stabilizing agents,rutoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
Cardiovascular,Capillary stabilizing agents,troxerutin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O
Cardiovascular,Cardiac glycosides,acetyldigitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O
Cardiovascular,Cardiac glycosides,acetyldigoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)OC(=O)C)O
Cardiovascular,Cardiac glycosides,beta-acetyldigoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)OC(=O)C)O)O
Cardiovascular,Cardiac glycosides,deslanoside,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O
Cardiovascular,Cardiac glycosides,digitoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
Cardiovascular,Cardiac glycosides,digoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
Cardiovascular,Cardiac glycosides,g-strophanthin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
Cardiovascular,Cardiac glycosides,lanatoside c,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C)O
Cardiovascular,Cardiac glycosides,metildigoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)OC
Cardiovascular,Cardiac glycosides,proscillaridin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Cardiovascular,Cardiac stimulants,amezinium,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2
Cardiovascular,Cardiac stimulants,amrinone,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
